person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id,updated_accessed_at
Severin Mazilescu,severinmazilescu,severinmazilescu@post.ro,3361224198738,2025-04-04,"Soseaua Stancu Nr. 98, Savinesti, 528018",0728 860 084,af:5b:b6:87:1f:b4,1.96.198.100,RO64WAMQ0037659630708183,2025-04-20 07:52:12,28851,756,224,355320,5dd9bd15-b913-4e4f-b996-070787b17ed6,2025-05-08 10:14:48
Patricia Niță,patricianiță,patricianiță@email.ro,3370631091158,1976-07-27,"Bulevardul Nistor, Vulcan, 678321",0726 786 620,71:cc:eb:33:c5:96,212.114.61.63,RO49UXHW1324151706950125,2025-01-16 11:11:01,5596,346,660,729354,a07d8142-7bdd-47e5-9e44-8d2b8d16d79b,2025-05-08 10:14:48
Ștefan Mocanu,ștefanmocanu,ștefanmocanu@post.ro,8411226140251,1953-07-10,"Aleea Eftimie Nr. 251 Bl. 22  Sc. 74 Ap. 899, Amara, 147047",0763 588 206,13:cb:d0:bc:2f:c7,138.231.23.20,RO20ZTGX8079648846907663,2024-07-24 06:22:47,16964,938,738,1732383,88b47bcf-a8d3-4e6e-b7d1-3993bb21a921,2025-05-08 10:14:48
Marta Manole,martamanole,martamanole@acasa.ro,8080803253527,1962-05-24,"Soseaua Nicolaie Dochioiu Nr. 39, Prejmer, 997937",0733 928 445,7d:be:49:0f:70:d9,118.22.170.191,RO32HERY0540608895412229,2024-08-08 14:08:17,28972,29,799,1233444,c8a4b415-8857-4493-b23e-f9813938de34,2025-05-08 10:14:48
Erica Ioniță,ericaioniță,ericaioniță@kappa.ro,3050106010645,1913-08-08,"Strada Eftimie, Schela Cladovei, 904483",0258 409 635,ce:61:2e:3c:ea:73,195.219.153.68,RO29QLBK4387245101631532,2024-11-04 07:12:58,3422,341,500,45135,47912df2-1557-4433-b856-05055fa86e18,2025-05-08 10:14:48
Vasilica Dobre,vasilicadobre,vasilicadobre@141.ro,2361001418962,2025-05-05,"Bulevardul Suciu, Pantelimon, 971150",0266 285 594,16:ee:cf:8d:76:98,196.111.178.148,RO07UEGG1163276072249483,2025-02-20 00:18:22,27619,878,286,487420,443a89d0-d3b4-4296-a54d-f9bec545902b,2025-05-08 10:14:48
Claudia Nemeș,claudianemeș,claudianemeș@post.ro,4831114177176,1992-09-25,"Strada Bucur Albu, Roseti, 286750",0756 593 838,d9:20:72:0f:ac:98,210.245.72.5,RO69LTDI4376607910829789,2025-04-18 13:06:43,25235,32,297,1181803,59f5d46e-27b0-4bef-b7c7-e2320b3d9f76,2025-05-08 10:14:48
Amza Toma,amzatoma,amzatoma@gmail.com,6400112465416,1941-08-11,"Bulevardul Dumitrescu Nr. 51, Ramnicu Sarat, 768302",0770 966 619,5b:18:20:d2:87:f4,128.56.105.201,RO03XBRK8604318027405150,2024-06-10 03:43:17,10654,486,393,603931,2a72eff6-d1d4-46f8-b937-11da45aa5016,2025-05-08 10:14:48
Loredana Popa,loredanapopa,loredanapopa@gmail.com,2241109512854,1991-03-06,"Strada Ardelean Nr. 112, Sacueni, 711149",0734 300 656,27:de:89:09:65:5e,35.238.5.234,RO13WGOA4497001435551847,2024-11-24 09:34:47,9204,306,104,1305661,16438711-db21-4209-b173-4ca5c01983b8,2025-05-08 10:14:48
Leonard Tomescu,leonardtomescu,leonardtomescu@post.ro,6401129210505,1942-02-08,"Intrarea Stoica Nr. 11 Bl. 32  Sc. 82 Ap. 877, Valea Caselor (Dragasani), 637236",0765 060 943,74:c1:5b:a9:d1:00,142.90.214.155,RO41WODX6649935956933978,2025-03-05 19:31:26,3317,99,455,1483513,abe12cbf-5a57-46ea-8c58-e52463ce6de1,2025-05-08 10:14:48
Ludovica Oprea,ludovicaoprea,ludovicaoprea@acasa.ro,7751023063374,1918-04-29,"Intrarea Mocanu, Sangeorgiu de Mures, 855683",0725 505 764,d6:b7:0f:de:f4:12,201.81.35.151,RO42FQYO7842814823470964,2024-11-28 11:36:29,10825,583,249,348091,ae8bb76c-4a52-4026-8b5e-c3f4793a0e57,2025-05-08 10:14:48
Eleonora Ioniță,eleonoraioniță,eleonoraioniță@kappa.ro,1540506175331,1956-09-28,"Intrarea Stanca Marin Nr. 576, Baicoi, 237996",0756 791 074,fc:9a:15:6f:5a:d2,70.193.59.128,RO31KCXU2727962074371110,2025-02-03 17:48:06,14946,900,535,1524200,31285802-62e1-41d8-856d-e92b95b7b803,2025-05-08 10:14:48
Frusina Pușcașu,frusinapușcașu,frusinapușcașu@post.ro,8620508174432,1981-06-16,"Strada Dima Nr. 64 Bl. 34  Sc. 59 Ap. 596, Adjud, 191799",0751 756 869,2a:13:04:d4:40:ec,105.205.206.207,RO32EJGY8042552430289248,2024-08-12 16:20:26,21222,86,92,1536118,d76c7b06-dd4b-4c59-8e19-257d2719d278,2025-05-08 10:14:48
Catrinel Ionescu,catrinelionescu,catrinelionescu@gmail.com,6650529392437,2010-08-05,"Intrarea Ștefan Nemeș, Podu Iloaiei, 594851",0784 640 277,44:9a:67:e6:3a:93,203.148.64.111,RO66LSNF2096056785639401,2024-07-19 04:05:57,5020,21,669,1194117,157a564b-f1b6-49cf-93a7-fb5a86e4893d,2025-05-08 10:14:48
Laurențiu Stănescu,laurențiustănescu,laurențiustănescu@email.ro,3920808405462,1942-08-13,"Intrarea Diaconescu Nr. 606 Bl. 74  Sc. 57 Ap. 304, Baia, 248919",0745 934 155,33:cd:0c:49:4d:b1,92.154.88.140,RO08LPUC7440321252399845,2025-02-08 10:22:24,28590,498,58,1534746,cfdfcd32-64c5-498a-b8ff-9b7ad94d787b,2025-05-08 10:14:48
Bartolomeu Cristea,bartolomeucristea,bartolomeucristea@gmail.com,8491112066696,1975-08-24,"Soseaua Ardelean Nr. 89 Bl. 53  Sc. 49 Ap. 476, Sacele, 940525",0764 801 356,12:a9:3c:f7:94:fb,6.144.94.208,RO03KOFI7309979264625507,2025-03-07 19:54:01,11631,30,576,152181,b8453d49-654d-49bc-ada3-d7307c956c86,2025-05-08 10:14:48
Clementina Oprea,clementinaoprea,clementinaoprea@acasa.ro,8990623162316,1974-09-04,"Intrarea Diaconu Nr. 40 Bl. 64  Sc. 92 Ap. 722, Moinesti, 879553",0737 639 466,34:80:1a:a5:24:30,117.101.151.54,RO83IHTH6619370524682688,2024-06-06 09:53:09,28452,627,375,695800,461d7072-d425-4ee5-94be-420442e82e89,2025-05-08 10:14:48
Ioan Barbu,ioanbarbu,ioanbarbu@post.ro,2130302422382,1966-08-18,"Intrarea Olimpiu Stoica Nr. 595, Vladimirescu, 623055",0720 995 083,a6:66:0e:c9:74:ad,16.120.86.147,RO42IIPF9753930309425337,2025-02-03 22:39:09,23730,539,769,1063827,36e174eb-e2fa-4a7a-ae22-61b614ebdebd,2025-05-08 10:14:48
Albert Diaconu,albertdiaconu,albertdiaconu@gmail.com,3150104174086,1915-10-16,"Drumul Dobre Nr. 68, Timisoara, 530241",0241 077 736,e5:ab:e7:80:e2:87,10.241.38.164,RO41OJEY5989361208151661,2025-02-10 11:59:55,9586,497,207,623332,736bcf3b-472d-4946-b179-ce467e8e01cb,2025-05-08 10:14:48
Miruna Georgescu,mirunageorgescu,mirunageorgescu@email.ro,1050126268087,1957-06-26,"Drumul Zenobia Ardelean Nr. 505, Darabani, 150235",0764 380 809,b1:5d:78:44:ea:26,132.109.66.198,RO91ZYDM5125287794919549,2025-03-25 10:15:04,10278,469,569,775057,3d5eb819-f47c-46e6-a94a-d031580b6b32,2025-05-08 10:14:48
Dimitrina Dumitrescu,dimitrinadumitrescu,dimitrinadumitrescu@zzup.ro,1820515284335,1965-03-10,"Aleea Eugen Stoica Nr. 695 Bl. 78  Sc. 77 Ap. 225, Giurgiu, 539058",0247 997 793,79:c6:90:14:20:c0,170.232.155.170,RO73JIJI9515461525583013,2025-02-22 05:05:12,18,111,480,385931,ff764e3f-0024-4343-af15-15ebf4b0d390,2025-05-08 10:14:48
Alis Diaconu,alisdiaconu,alisdiaconu@kappa.ro,8231218367921,2016-08-07,"Strada Liviu Ene Nr. 72 Bl. 48  Sc. 35 Ap. 826, Bosanci, 197332",0764 869 961,b2:2c:f2:c7:43:67,22.52.187.37,RO08TRWF8584655652100656,2025-04-13 00:10:03,11762,825,259,669380,b404d0f5-6d5e-4436-925d-4353b548ee1d,2025-05-08 10:14:48
Carol Eftimie,caroleftimie,caroleftimie@kappa.ro,5250230359531,2021-03-25,"Strada Voinea, Toplita, 975060",0247 471 192,a7:0c:93:0e:80:af,182.156.37.20,RO16KOCV3866680991789749,2024-07-22 22:44:17,6531,583,95,900868,72f6c546-e38c-4ad1-97b8-25215888d293,2025-05-08 10:14:48
Irina Diaconu,irinadiaconu,irinadiaconu@zzup.ro,4350126386415,1990-10-29,"Aleea Nistor Nr. 435, Tulcea, 768509",0258 752 609,ca:6f:3b:f6:2a:fa,156.75.2.245,RO41EWLH5543250854535706,2025-02-17 17:08:50,34971,533,707,538248,bc003ff7-2e28-4b28-8d08-53705b765c13,2025-05-08 10:14:48
Ionuț Georgescu,ionuțgeorgescu,ionuțgeorgescu@post.ro,3850610243463,1996-09-17,"Drumul Georgescu, Curcani, 154953",0259 465 285,aa:4c:05:bf:43:15,68.88.219.205,RO86EOPG8151067172724593,2024-09-29 01:59:13,34827,881,585,297857,36ac9887-470a-42ae-98bd-5149917d6be4,2025-05-08 10:14:48
Nechifor Ababei,nechiforababei,nechiforababei@post.ro,3900110391599,1951-10-04,"Intrarea Albu Nr. 82, Curtea de Arges, 419602",0242 949 368,2c:ce:8e:22:04:56,147.119.189.82,RO58EWSP7612914732859495,2024-07-16 09:06:45,27712,196,220,481802,2cdbb997-a58a-4240-9490-10f1b3fc44df,2025-05-08 10:14:48
Haralamb Nistor,haralambnistor,haralambnistor@post.ro,6430812079586,1963-04-05,"Soseaua Ioniță Nr. 66 Bl. 48  Sc. 40 Ap. 262, Motatei, 507323",0768 043 071,0f:0d:9a:da:e7:40,12.137.164.178,RO10HOKC5029402776346507,2025-02-08 09:43:51,4305,396,764,1363184,f32ce38d-410f-4e67-b18f-e693d4a3af66,2025-05-08 10:14:48
Petruța Gheorghiu,petruțagheorghiu,petruțagheorghiu@gmail.com,2090204233467,1961-08-12,"Soseaua Toma Nr. 27, Harsova, 805406",0259 384 845,5d:e7:c0:2e:02:2e,151.144.92.185,RO83OEAD1825136436278329,2024-10-21 14:43:10,2880,74,733,333019,573604f8-1e5f-4f11-98b2-ee1ae78e51f6,2025-05-08 10:14:48
Iolanda Dinu,iolandadinu,iolandadinu@zzup.ro,8840703388199,1947-03-05,"Soseaua Popescu, Siret, 413421",0744 033 858,e0:cb:4e:a3:9b:16,103.95.227.42,RO79SDIP5717654957760679,2024-10-02 05:44:33,23021,130,483,1708755,7925bbf7-703d-4412-b05b-94314da47098,2025-05-08 10:14:48
Daniel Florea,danielflorea,danielflorea@email.ro,3820327173101,1987-12-18,"Bulevardul Iulian Suciu, Codlea, 691332",0252 323 349,fb:3f:3f:50:30:3a,88.105.194.3,RO16SOGE9503042414900203,2025-01-23 19:36:39,25931,563,372,38125,e2ac59c4-7783-4408-8008-a51dc1fda335,2025-05-08 10:14:48
Jana Tudor,janatudor,janatudor@kappa.ro,7580512252842,2012-06-27,"Intrarea Tudor Nr. 64 Bl. 59  Sc. 79 Ap. 895, Talmaciu, 816595",0265 578 236,19:a7:60:a8:d6:58,5.249.225.212,RO06BLVE4946290074681314,2025-05-04 21:26:51,34868,704,686,1556525,f596910a-94a2-4501-b36b-913638ade05f,2025-05-08 10:14:48
Corneliu Gheorghiu,corneliugheorghiu,corneliugheorghiu@acasa.ro,1290730335419,1985-12-13,"Bulevardul Popescu, Marginea, 982345",021 411 6795,3c:1f:2e:4d:32:0a,167.227.162.29,RO44LLPQ0878616486969420,2024-07-22 11:46:11,32855,67,267,871330,27763d07-61c1-4140-aaeb-cc22d4d92170,2025-05-08 10:14:48
Iridenta Stan,iridentastan,iridentastan@zzup.ro,4320220394921,1921-08-28,"Intrarea Barbu Nr. 544 Bl. 32  Sc. 42 Ap. 872, Cudalbi, 156454",0759 798 005,37:4b:c0:a5:f6:b2,53.214.208.209,RO83IBVQ3492442652783463,2024-07-10 00:37:56,23202,577,728,1702255,0f2bbd8a-5878-4840-a699-b0b046c66d91,2025-05-08 10:14:48
Olga Toma,olgatoma,olgatoma@acasa.ro,3810522527296,1916-06-05,"Aleea Stănescu Nr. 12, Ploiesti, 533458",0243 330 084,5a:7b:f0:a4:cb:7d,47.51.146.5,RO92TLBX4568315713815836,2025-02-03 01:00:57,25275,890,429,515727,0cb4ff6b-0d20-4358-a7ae-aa1bb66f1fba,2025-05-08 10:14:48
Aurelia Georgescu,aureliageorgescu,aureliageorgescu@post.ro,2790212092608,1951-06-06,"Soseaua Eftimie Nr. 71 Bl. 73  Sc. 33 Ap. 903, Baciu, 511554",0237 484 452,1a:88:dd:a8:a4:2e,49.140.203.132,RO91NTVK5562133370660982,2024-07-22 16:19:42,19598,179,393,676463,bb8daf41-44fb-42bc-8807-c0167012d7f8,2025-05-08 10:14:48
Iancu Stănescu,iancustănescu,iancustănescu@acasa.ro,8850731315028,1982-04-11,"Strada Toma, Constanta, 107523",0740 697 605,19:b4:71:94:6c:2a,170.193.229.18,RO33NDME7951487989873128,2024-10-25 07:45:15,18520,964,722,1488936,19e03f12-e592-4e27-a163-bb6a2869e0d0,2025-05-08 10:14:48
Paulina Ionescu,paulinaionescu,paulinaionescu@zzup.ro,8010427385746,1966-06-15,"Aleea Marin Nr. 53, Bolintin-Vale, 720524",0265 426 551,1d:11:07:77:97:0b,8.255.84.41,RO63ITZR0679012828669739,2024-12-31 09:11:54,2960,212,242,217821,37d0847d-451d-4e78-a5b4-5432b1eb56ce,2025-05-08 10:14:48
Cerasela Oprea,ceraselaoprea,ceraselaoprea@kappa.ro,7391030384862,1942-03-28,"Soseaua Dima Nr. 426, Domnesti, 161775",0743 883 554,06:03:a9:3a:cb:f0,134.190.25.24,RO67ZCRO6177683287092521,2024-06-04 16:01:09,22850,11,524,843914,3ea037bb-95c0-4289-8aa3-9bbe152d6f0c,2025-05-08 10:14:48
Iuliana Tomescu,iulianatomescu,iulianatomescu@gmail.com,8610616083578,1976-08-12,"Soseaua Popa Nr. 269, Siria, 572856",0727 909 807,c5:d0:7f:21:74:fa,144.150.231.25,RO50JCRN1091489584038579,2025-02-16 14:08:34,15216,398,104,954312,0184e428-43c5-46f5-ab70-58d802a60331,2025-05-08 10:14:48
Elena Ionescu,elenaionescu,elenaionescu@gmail.com,2100416221061,1999-03-08,"Drumul Ștefan Pop Nr. 72, Feldru, 395370",0758 427 018,80:3d:cd:a4:ef:d6,162.181.107.113,RO58ECFL9466867217550520,2024-10-12 14:25:33,23031,270,349,764218,76646a42-832b-4a59-951b-d90f10d2b022,2025-05-08 10:14:48
Doina Cristea,doinacristea,doinacristea@email.ro,1990527414768,2014-03-25,"Strada Ioniță Nr. 332 Bl. 43  Sc. 57 Ap. 860, Borsa, 364832",0261 663 075,c6:49:e3:86:dd:95,26.27.117.173,RO54AHUH5929233293836968,2024-08-12 21:37:35,142,339,625,460824,a356ee83-fc58-4c42-bbcb-bcafa83d3e77,2025-05-08 10:14:48
Răzvan Suciu,răzvansuciu,răzvansuciu@post.ro,3750810324976,1966-10-22,"Intrarea Gențiana Diaconescu, Barlad, 124409",0766 529 699,94:12:fc:85:be:af,120.193.117.231,RO28DCXH9200656809503781,2024-10-05 10:50:59,19170,686,123,180751,b190f0eb-71a3-453a-9cbc-070a23238dbf,2025-05-08 10:14:48
Coralia Tudor,coraliatudor,coraliatudor@post.ro,3541103352963,1943-09-09,"Aleea Ene Nr. 71, Remetea, 345421",0251 775 703,8d:6d:e9:f7:c2:80,172.255.241.41,RO59GGKZ0162949586225975,2024-09-09 10:31:25,8247,111,731,149997,f70089a6-64c1-478c-b293-1fcafa339c89,2025-05-08 10:14:48
Monica Dumitrescu,monicadumitrescu,monicadumitrescu@post.ro,6641225288306,2023-09-27,"Intrarea Aida Florea Nr. 73, Tomesti, 190027",0263 539 045,0a:27:d6:fc:16:c3,26.37.115.228,RO51UIWI1291735311639760,2024-08-21 23:31:45,2905,549,619,1721734,7e99f43f-7596-4a73-a7b6-76620ce7a32f,2025-05-08 10:14:48
Profira Pușcașu,profirapușcașu,profirapușcașu@acasa.ro,3050406517852,1923-06-26,"Strada Tabacu, Vlahita, 779558",0235 249 567,0e:7f:45:37:2b:a6,177.124.207.121,RO49ZGNP0386108993016419,2024-07-31 09:35:01,5668,821,574,1036301,c014d4c4-38e7-48c2-aff5-02f965d01069,2025-05-08 10:14:48
Patricia Ene,patriciaene,patriciaene@acasa.ro,3800609159731,1914-08-17,"Bulevardul Tabacu, Pitesti, 596331",0753 198 634,a8:38:e8:6e:54:aa,9.51.237.115,RO65LFYU2631559262177369,2024-09-14 17:40:01,28752,199,498,1949007,587c0c8e-0fea-47cd-b68c-fbc451df184f,2025-05-08 10:14:48
Anamaria Dinu,anamariadinu,anamariadinu@acasa.ro,8271130359299,1915-03-31,"Bulevardul Ene, Bragadiru, 645414",0720 375 288,fc:77:ba:bd:38:42,65.53.118.195,RO47BPYH9944647062919607,2024-09-18 23:10:33,27429,858,686,1724622,b13ebefd-1c44-4953-91bb-9aca02f7526f,2025-05-08 10:14:48
Iancu Ioniță,iancuioniță,iancuioniță@kappa.ro,8881029181344,1936-08-06,"Strada Ene Nr. 61, Remetea, 556951",0738 623 732,51:76:60:55:2e:4b,22.100.100.134,RO09KYNP9517284191722151,2024-05-23 14:44:38,13181,512,197,1837451,e866aa78-87d9-49b0-b149-9af1c958e793,2025-05-08 10:14:48
Fiodor Pușcașu,fiodorpușcașu,fiodorpușcașu@kappa.ro,2020107170439,1959-12-29,"Strada Cristea Nr. 137, Brad, 780164",0247 560 465,b1:d4:9d:8d:3c:ea,187.160.2.239,RO22MQWS4475253197532233,2025-04-07 03:12:28,15386,225,383,562007,db3848ed-6c29-4e28-8127-40119b6facb5,2025-05-08 10:14:48
Mugur Voinea,mugurvoinea,mugurvoinea@gmail.com,7800624068743,1949-09-07,"Aleea Ionescu, Horodnic de Sus, 627815",0264 970 651,3a:b2:fb:1c:6b:0e,134.156.20.24,RO24KGRX1291253431183340,2024-08-23 15:39:51,27376,308,414,1141565,9bad103b-7a01-46da-8b8f-93f58a8d5011,2025-05-08 10:14:48
Ica Tabacu,icatabacu,icatabacu@zzup.ro,1590504459067,1940-02-04,"Bulevardul Tomescu Nr. 85 Bl. 94  Sc. 50 Ap. 354, Murfatlar, 514105",0729 075 298,72:93:d9:25:ba:e3,160.254.191.48,RO02ZLSH4670138871710035,2025-02-26 11:38:57,33711,559,36,1131340,e475548d-bb83-420f-9d18-4b68ee78e11c,2025-05-08 10:14:48
Adriana Ardelean,adrianaardelean,adrianaardelean@gmail.com,7981109213701,1960-05-06,"Drumul Eftimie, Roman, 966084",0255 921 570,d7:90:80:7c:55:0c,123.214.212.13,RO07KTOP3762162120911518,2025-01-09 18:27:07,28607,699,758,137594,c97163d6-a856-4977-99e9-7d298c9e6376,2025-05-08 10:14:48
Doriana Nistor,doriananistor,doriananistor@post.ro,1960715446431,1958-06-06,"Bulevardul Tudor, Plosca, 333949",0246 648 463,7f:5a:87:24:75:22,75.196.139.108,RO74EXIS2261515569942237,2024-11-16 01:11:21,35037,654,441,1851234,31ce6eb9-2b2e-40a5-8cc1-e3ce5b4ea880,2025-05-08 10:14:48
Sorin Ioniță,sorinioniță,sorinioniță@acasa.ro,5290515346437,1947-02-13,"Strada Pușcașu Nr. 640 Bl. 64  Sc. 15 Ap. 479, Turnu Magurele, 375168",0744 523 142,ef:00:d5:e2:2c:32,188.103.192.111,RO35ABXK9124658676544599,2024-07-19 06:50:02,35533,96,135,1786400,d167ee24-e01a-43db-8952-8cd097c993ae,2025-05-08 10:14:48
Tudosia Tomescu,tudosiatomescu,tudosiatomescu@141.ro,6360112056044,1982-01-29,"Intrarea Barbu, Topoloveni, 767660",0764 597 773,ce:0f:4d:70:a6:73,215.22.235.6,RO98INXD9154006026650590,2024-07-20 09:16:07,16095,505,12,1542641,8ae469b6-4718-44e3-891f-4992251cff3d,2025-05-08 10:14:48
Pamfil Suciu,pamfilsuciu,pamfilsuciu@email.ro,4920429040377,2024-02-04,"Intrarea Gelu Tudor, Ovidiu, 802783",0726 229 606,3c:a7:65:c4:62:f8,12.168.198.59,RO08HPMZ0897235161033168,2025-02-23 22:42:16,33781,515,67,86285,6413e95c-aaae-412c-9db0-d381cdf751ba,2025-05-08 10:14:48
Smaranda Diaconu,smarandadiaconu,smarandadiaconu@141.ro,5240431365128,1997-04-21,"Soseaua Tudor, Craiova, 500165",0751 987 364,39:4d:cf:ee:83:f0,32.25.24.206,RO21PQUJ8822407601806728,2024-10-22 13:30:54,19738,311,252,1598613,0cace07a-bfc3-4849-80b6-222010daee46,2025-05-08 10:14:48
Eftimie Pop,eftimiepop,eftimiepop@email.ro,2130829224086,1952-08-30,"Bulevardul Ardelean Nr. 138 Bl. 44  Sc. 23 Ap. 232, Giarmata, 320196",0748 643 188,c8:8e:e5:fe:10:cf,118.128.237.78,RO40TDVX8553578704278215,2024-08-19 23:23:08,32545,145,665,1606617,6e48a4ad-7138-4434-b61c-3623713a0626,2025-05-08 10:14:48
Radu Niță,raduniță,raduniță@gmail.com,3541110115271,2021-09-24,"Drumul Stancu Nr. 95, Bumbesti-Jiu, 118002",0723 260 944,d0:17:02:bb:52:31,107.137.172.244,RO41VZQW0943575538572504,2024-12-04 11:50:25,711,265,363,922718,b92ba0b1-bd35-4ac5-974b-126b0b98a124,2025-05-08 10:14:48
Lăcrămioara Eftimie,lăcrămioaraeftimie,lăcrămioaraeftimie@kappa.ro,6980518411509,1958-04-24,"Aleea Marius Mocanu, Vlahita, 196666",0772 537 598,92:5d:72:df:fd:f4,150.217.62.233,RO04JHJZ8316077239125943,2025-05-06 03:14:00,9943,368,214,1399362,0072611a-bfee-486a-9877-fd4060b5da55,2025-05-08 10:14:48
Jan Cristea,jancristea,jancristea@email.ro,5480518186165,1941-06-20,"Drumul Popescu Nr. 626 Bl. 81  Sc. 46 Ap. 512, Petrosani, 838036",0733 204 329,e2:49:5c:e9:29:b0,52.187.23.241,RO53XMUI2970247207393304,2025-01-29 11:56:52,31808,211,492,1253241,1bb94de1-a244-4d03-af3e-6814bd943649,2025-05-08 10:14:48
Ionel Niță,ionelniță,ionelniță@email.ro,5960803268289,1932-09-09,"Aleea Minodora Tudor Nr. 246, Sinaia, 611045",0732 887 093,4b:38:4c:96:5c:a6,116.211.74.188,RO74UEZK4265161479444126,2024-10-28 00:59:19,34058,606,194,1574243,1f4ce0a1-f829-43b2-8754-016eccaf165b,2025-05-08 10:14:48
Liana Diaconescu,lianadiaconescu,lianadiaconescu@post.ro,1160524166189,2023-02-07,"Aleea Stănescu Nr. 444 Bl. 91  Sc. 26 Ap. 211, Calafat, 775597",0786 033 690,82:b0:ff:03:2b:15,135.176.133.19,RO40CDNL0844833556630026,2024-06-23 13:27:07,64,537,515,1355859,fe37821d-becb-4a38-93d2-3ecb0754d468,2025-05-08 10:14:48
Gabi Dumitrescu,gabidumitrescu,gabidumitrescu@141.ro,6940314419027,1940-05-02,"Intrarea Cristea Nr. 15, Apahida, 662232",0769 462 288,f2:ab:5b:a4:89:3a,107.77.164.172,RO85EYBM6821342282824622,2025-02-17 02:12:30,9213,583,348,151416,beb9270e-e150-4c7f-97b5-364642836b02,2025-05-08 10:14:48
Marcheta Cristea,marchetacristea,marchetacristea@gmail.com,6701226348375,1960-03-26,"Drumul Eftimie, Jimbolia, 408441",0788 500 489,db:48:e2:f4:03:18,186.37.115.35,RO24EPNO3042781586737928,2024-06-02 00:42:59,29557,342,360,998982,e0afe8c7-ecb1-4bbf-9e7c-63d46ddb65b7,2025-05-08 10:14:48
Dalia Dumitrescu,daliadumitrescu,daliadumitrescu@email.ro,8160903202274,1976-07-13,"Strada Ionică Diaconu Nr. 505, Targu Ocna, 807427",0744 684 128,a1:fc:d0:c6:24:2c,75.132.87.95,RO50KMGR9206793591274217,2025-02-02 23:02:12,27693,559,226,867110,fe4ed8f7-933b-4867-a9e4-d672c34763b9,2025-05-08 10:14:48
Olimpian Ioniță,olimpianioniță,olimpianioniță@acasa.ro,2690404449777,2022-12-26,"Aleea Oprea, Moreni, 402783",0723 278 182,56:25:fd:1b:cb:0c,189.54.89.212,RO42EIHN4585264849658943,2024-07-17 08:41:21,1156,47,714,1669681,12278251-e0ed-470f-949c-9158e2cb1486,2025-05-08 10:14:48
Daniela Eftimie,danielaeftimie,danielaeftimie@kappa.ro,4120527158223,1966-03-17,"Strada Dan Ene Nr. 43 Bl. 18  Sc. 72 Ap. 942, Harsova, 130446",0749 079 238,3a:f8:a7:84:e9:8f,125.74.9.67,RO05USIA8259712746211621,2025-02-17 02:53:38,13715,511,24,1843366,b70ba4f7-dbe2-49b9-8f06-014a62cea9db,2025-05-08 10:14:48
Cosmin Dobre,cosmindobre,cosmindobre@141.ro,3141113420540,1961-08-31,"Strada Ionescu Nr. 961, Huedin, 573260",0733 441 619,d6:99:34:bb:ae:3b,126.26.150.71,RO27ITET3606100094356271,2025-03-13 04:01:24,29208,570,752,650466,0896940c-9efb-41c7-a74a-43cb6088a4f4,2025-05-08 10:14:48
Cerasela Dinu,ceraseladinu,ceraseladinu@email.ro,6870812519241,1924-11-12,"Aleea Tudor Nr. 167 Bl. 32  Sc. 38 Ap. 262, Rosu, 516297",0738 820 211,2a:5a:e1:c2:2c:ea,158.254.237.70,RO14PLCK1879393245882854,2024-08-03 14:35:09,24473,916,147,875502,cbdcf43d-ea9f-412f-a6ab-6cb9753007e6,2025-05-08 10:14:48
Dorian Eftimie,dorianeftimie,dorianeftimie@post.ro,3570814511117,1968-03-17,"Bulevardul Tania Preda Nr. 479, Navodari, 546516",0236 325 225,bd:db:51:7d:af:d0,216.255.204.239,RO54NQPB7282909452311681,2024-12-16 13:45:39,28206,181,607,743553,8514bba0-de34-4a4c-9c9f-1baecb26359a,2025-05-08 10:14:48
Relu Popescu,relupopescu,relupopescu@post.ro,5810708067184,2012-11-05,"Drumul Olimpiu Cristea, Tandarei, 108899",0720 283 922,1d:a9:d2:31:3e:95,118.21.166.211,RO54XFKL2463359980326011,2024-12-15 19:44:03,19795,74,107,718610,a4322171-f944-46f4-9238-a35cb6e59762,2025-05-08 10:14:48
Bogdan Mazilescu,bogdanmazilescu,bogdanmazilescu@email.ro,3260207174621,1915-09-05,"Strada Stoica Nr. 936, Reghin, 330138",0759 767 991,bf:49:05:bc:f8:e5,177.117.88.69,RO66LTFM0403925175537259,2024-09-01 00:55:15,19312,291,664,1043121,667570e8-b74d-4422-89bd-a544bcc9aa4e,2025-05-08 10:14:48
Tania Mazilescu,taniamazilescu,taniamazilescu@email.ro,6670410028030,1919-09-21,"Aleea Aanei Nr. 20, Constanta, 489227",0726 856 711,46:e2:a4:13:89:4d,151.103.113.49,RO15CNVY0875480346638627,2025-03-19 17:26:14,24455,555,339,417692,20727476-c21b-4f27-b298-3370452ae76b,2025-05-08 10:14:48
Blanduzia Stan,blanduziastan,blanduziastan@141.ro,7760918425172,1951-08-19,"Aleea Diaconu Nr. 628, Tarnaveni, 454760",0268 683 661,22:be:4c:a2:88:8b,59.92.133.238,RO88RYWS7799855749897863,2024-10-20 16:24:46,34388,174,254,1881012,6875a42a-e640-46f2-8567-1f9ddc9d2619,2025-05-08 10:14:48
